@relation pah2

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute oz8 numeric
@attribute oz9 numeric
@attribute oz10 numeric
@attribute oz11 numeric
@attribute oz12 numeric
@attribute oz13 numeric
@attribute oz14 numeric
@attribute oz15 numeric
@attribute oz16 numeric
@attribute oz17 numeric
@attribute oz18 numeric
@attribute oz19 numeric
@attribute oz20 numeric
@attribute oz21 numeric
@attribute oz22 numeric
@attribute oz23 numeric
@attribute oz24 numeric
@attribute oz25 numeric
@attribute oz26 numeric
@attribute oz27 numeric
@attribute oz28 numeric
@attribute oz29 numeric
@attribute oz30 numeric
@attribute oz31 numeric
@attribute oz32 numeric
@attribute oz33 numeric
@attribute oz34 numeric
@attribute oz35 numeric
@attribute oz36 numeric
@attribute oz37 numeric
@attribute oz38 numeric
@attribute oz39 numeric
@attribute oz40 numeric
@attribute oz41 numeric
@attribute oz42 numeric
@attribute oz43 numeric
@attribute oz44 numeric
@attribute oz45 numeric
@attribute oz46 numeric
@attribute oz47 numeric
@attribute oz48 numeric
@attribute oz49 numeric
@attribute oz50 numeric
@attribute oz51 numeric
@attribute oz52 numeric
@attribute oz53 numeric
@attribute oz54 numeric
@attribute oz55 numeric
@attribute oz56 numeric
@attribute oz57 numeric
@attribute oz58 numeric
@attribute oz59 numeric
@attribute oz60 numeric
@attribute oz61 numeric
@attribute oz62 numeric
@attribute oz63 numeric
@attribute oz64 numeric
@attribute oz65 numeric
@attribute oz66 numeric
@attribute oz67 numeric
@attribute oz68 numeric
@attribute oz69 numeric
@attribute oz70 numeric
@attribute oz71 numeric
@attribute oz72 numeric
@attribute oz73 numeric
@attribute oz74 numeric
@attribute oz75 numeric
@attribute oz76 numeric
@attribute oz77 numeric
@attribute oz78 numeric
@attribute oz79 numeric
@attribute oz80 numeric
@attribute oz81 numeric
@attribute oz82 numeric
@attribute oz83 numeric
@attribute oz84 numeric
@attribute oz85 numeric
@attribute oz86 numeric
@attribute oz87 numeric
@attribute oz88 numeric
@attribute oz89 numeric
@attribute oz90 numeric
@attribute oz91 numeric
@attribute oz92 numeric
@attribute oz93 numeric
@attribute oz94 numeric
@attribute oz95 numeric
@attribute oz96 numeric
@attribute oz97 numeric
@attribute oz98 numeric
@attribute oz99 numeric
@attribute oz100 numeric
@attribute oz101 numeric
@attribute oz102 numeric
@attribute oz103 numeric
@attribute oz104 numeric
@attribute oz105 numeric
@attribute oz106 numeric
@attribute oz107 numeric
@attribute oz108 numeric
@attribute oz109 numeric
@attribute oz110 numeric
@attribute oz111 numeric
@attribute oz112 numeric
@attribute oz113 numeric

@data
0.149534,0.161907,0.141866,0.151521,0.133328,0.13857,0.441359,0.399996,0.638089,0.161291,0.166666,0.133339,0.133276,0.102965,0.761195,0.040467,0.041139,0.035366,0.035507,0.19789,0.624082,0.043672,0.224946,0.134723,0.109058,0.057552,0.036951,0.418687,0.111285,0.025917,0.129481,0.026666,0.009741,0.348481,0.130752,0.000397,0.050452,0.050452,0.050452,0.050452,0.050452,0.710866,0.551904,0.551904,0.551904,0.551904,0.551904,0.342564,0.601329,0.162169,0.173707,0.313038,0.200211,0.206199,0.300828,0.257284,0.482452,0.484376,0.323946,0.417723,0.452383,0.625179,0.09474,0.105138,0.244716,0.288839,0.112071,0.101266,0.044118,0.148435,0.199998,0.60715,0.502025,0.763453,0.11031,0.57251,0,0,0,0.175648,0.154365,0.167234,0.14014,0.132249,0.135544,0.527476,0.602944,0.62121,0.566046,0.531924,0.52501,0.187952,0.166023,0.182584,0.157065,0.157745,0.15554,0.49549,0.486839,0.533339,0.422226,0.399997,0.409089,0.175648,0.154365,0.167234,0.14014,0.132249,0.135544,0.154364,0.195311,0.103183,0.290262
0.149534,0.161907,0.141866,0.151521,0.133328,0.13857,0.441359,0.399996,0.638089,0.161291,0.166666,0.133339,0.132788,0.1016,0.738807,0.040061,0.040756,0.034995,0.035209,0.196652,0.617885,0.043225,0.218888,0.134955,0.109359,0.05748,0.036909,0.413825,0.111285,0.025261,0.129783,0.026628,0.009717,0.348977,0.129676,0.000397,0.049667,0.049667,0.049667,0.049667,0.049667,0.721916,0.567979,0.567979,0.567979,0.567979,0.567979,0.344293,0.57475,0.163654,0.17383,0.313038,0.200211,0.206199,0.300828,0.257284,0.482452,0.484376,0.338029,0.417723,0.500002,0.625179,0.090051,0.100464,0.226714,0.22775,0.10718,0.094937,0.048714,0.140622,0.199998,0.60715,0.471216,0.761264,0.109872,0.570999,0,0,0,0.175648,0.154365,0.167234,0.140582,0.12905,0.142508,0.527476,0.602944,0.62121,0.566046,0.48937,0.550008,0.187952,0.166023,0.182584,0.157674,0.152769,0.164755,0.49549,0.486839,0.533339,0.422226,0.371425,0.454543,0.175648,0.154365,0.167234,0.140582,0.12905,0.142508,0.154364,0.193748,0.103479,0.2603
0.149534,0.161907,0.145327,0.153304,0.133328,0.13857,0.441359,0.399996,0.638089,0.161291,0.166666,0.14445,0.130936,0.096831,0.671642,0.038618,0.039543,0.033659,0.034312,0.192821,0.590076,0.041657,0.197688,0.136757,0.111069,0.056204,0.036154,0.362501,0.111285,0.023345,0.131888,0.026816,0.009843,0.345999,0.122526,0.000397,0.048095,0.048095,0.048095,0.048095,0.048095,0.767035,0.604817,0.604817,0.604817,0.604817,0.604817,0.342564,0.392028,0.144985,0.175209,0.280158,0.200211,0.206199,0.252751,0.257284,0.486839,0.453125,0.492959,0.582282,0.476192,0.250354,0.07973,0.088782,0.181776,0.146077,0.103892,0.088607,0.048714,0.109373,0.199998,0.60715,0.295963,0.737121,0.108099,0.559088,0,0,0,0.175648,0.155469,0.160938,0.145019,0.143623,0.138367,0.527476,0.61765,0.560605,0.509441,0.510647,0.500009,0.187952,0.166574,0.176966,0.166562,0.173091,0.160784,0.49549,0.486839,0.483339,0.422226,0.399997,0.409089,0.175648,0.155469,0.160938,0.145019,0.143623,0.138367,0.155459,0.184764,0.105359,0.228465
0.149534,0.157146,0.148787,0.153304,0.133328,0.13857,0.441359,0.399996,0.638089,0.161291,0.166666,0.15556,0.130064,0.094789,0.649254,0.037986,0.039033,0.033065,0.034013,0.191426,0.576472,0.040986,0.188602,0.137769,0.111949,0.054948,0.035412,0.293351,0.111285,0.022588,0.133043,0.026666,0.009767,0.351212,0.121442,0.000389,0.047983,0.047983,0.047983,0.047983,0.047983,0.790057,0.608168,0.608168,0.608168,0.608168,0.608168,1,0.538206,0.180465,0.190824,0.214401,0.200211,0.206199,0.209486,0.257284,0.513153,0.421875,0.633804,0.670891,0.523811,0.250354,0.077855,0.086446,0.172838,0.112212,0.10007,0.094937,0.039522,0.085935,0.199998,0.60715,0.295963,0.771332,0.106115,0.564243,0,0,0,0.175648,0.156573,0.153921,0.154274,0.146083,0.146709,0.527476,0.632355,0.484849,0.490574,0.468094,0.500009,0.184715,0.169416,0.171888,0.180931,0.176134,0.168727,0.459456,0.513155,0.450004,0.422226,0.371425,0.409089,0.175648,0.156573,0.153921,0.154274,0.146083,0.146709,0.156551,0.180857,0.106422,0.183522
0.242992,0.261906,0.235291,0.24956,0.222217,0.248971,0.69907,0.60769,0.466662,0.258066,0.222221,0.222227,0.219851,0.174953,0.619403,0.082152,0.084603,0.075741,0.078766,0.30591,0,0.085553,0.329294,0.225438,0.187612,0.106584,0.082627,0.508908,0.222953,0.054404,0.217638,0.062926,0.028785,0.050424,0.182077,0.001403,0.094338,0.094338,0.094338,0.094338,0.094338,0.54604,0.44072,0.44072,0.44072,0.44072,0.44072,0.391008,0.488373,0.220401,0.255828,0.429627,0.279897,0.30972,0.349591,0.337824,0.311401,0.453125,0.535214,0.59494,0.535716,1,0.163221,0.172895,0.337237,0.324696,0.178678,0.164557,0.096507,0.203123,0,0,0.602529,0.788034,0.170686,0.576836,0.039405,0,0,0.262346,0.25762,0.250655,0.241807,0.229518,0.227027,0.296708,0.51471,0.439395,0.452839,0.446817,0.42501,0.263184,0.257699,0.253025,0.250332,0.245123,0.238637,0.216213,0.315788,0.300004,0.288893,0.28571,0.31818,0.262346,0.25762,0.250655,0.241807,0.229518,0.227027,0.257575,0.32578,0.180724,0.451312
0.2243,0.252382,0.224911,0.24956,0.222217,0.224897,0.72839,0.646153,0.499996,0.225808,0.222221,0.222227,0.184469,0.133288,0.499998,0.062347,0.065885,0.057632,0.062497,0.258267,0,0.063829,0.231003,0.206436,0.16867,0.075705,0.064513,0.240946,0.219722,0.035799,0.199452,0.050348,0.02185,0.048685,0.134623,0.001274,0.061677,0.061677,0.061677,0.061677,0.061677,0.653776,0.713995,0.713995,0.713995,0.713995,0.713995,0.224917,0.332227,0.193746,0.210237,0.285889,0.220798,0.21039,0.174449,0.201995,0.206138,0.46875,0.661973,0.810141,0.678572,0.250354,0.10975,0.114483,0.189706,0.138772,0.121559,0.132911,0.0625,0.124998,0,0,0.296973,0.692102,0.148892,0.776951,0.034923,0.342296,0,0.226246,0.226189,0.223177,0.222919,0.229088,0.236991,0.263742,0.455888,0.348488,0.320764,0.340434,0.350008,0.22001,0.215804,0.210673,0.21344,0.222588,0.227197,0.126126,0.210524,0.166669,0.13333,0.142852,0.181816,0.226246,0.226189,0.223177,0.222919,0.229088,0.236991,0.226199,0.27031,0.166038,0.303372
0.242992,0.261906,0.231831,0.247778,0.222217,0.248971,0.69907,0.60769,0.466662,0.258066,0.222221,0.211116,0.221777,0.180568,0.664179,0.084453,0.086741,0.078153,0.080858,0.309548,0,0.087794,0.349394,0.223343,0.185507,0.108858,0.084265,0.561311,0.222953,0.05738,0.215163,0.062624,0.028544,0.053402,0.191005,0.001404,0.095909,0.095909,0.095909,0.095909,0.095909,0.511051,0.417953,0.417953,0.417953,0.417953,0.417953,0.384085,0.724245,0.237676,0.254298,0.446066,0.279897,0.30972,0.3908,0.337824,0.307015,0.46875,0.436622,0.493674,0.500002,0.400291,0.172602,0.182241,0.366944,0.3154,0.192364,0.177215,0.090073,0.187497,0,0,0.506065,0.826555,0.175743,0.591947,0.040464,0,0,0.262346,0.256516,0.256296,0.238321,0.221402,0.223785,0.296708,0.500004,0.484849,0.490574,0.468094,0.450008,0.263184,0.257241,0.25767,0.243636,0.234201,0.233393,0.216213,0.315788,0.333337,0.311115,0.28571,0.31818,0.262346,0.256516,0.256296,0.238321,0.221402,0.223785,0.256481,0.335153,0.178251,0.486892
0.242992,0.261906,0.235291,0.24956,0.222217,0.248971,0.69907,0.60769,0.466662,0.258066,0.222221,0.222227,0.218345,0.170465,0.574626,0.080349,0.082691,0.073886,0.076674,0.302736,0,0.083762,0.31305,0.226485,0.188873,0.105967,0.082183,0.48892,0.222953,0.051782,0.218939,0.062849,0.02872,0.05092,0.177645,0.001402,0.091195,0.091195,0.091195,0.091195,0.091195,0.572746,0.482245,0.482245,0.482245,0.482245,0.482245,0.384085,0.514952,0.224302,0.256472,0.446066,0.279897,0.30972,0.349591,0.337824,0.311401,0.437501,0.521128,0.632917,0.583335,1,0.158531,0.168222,0.322509,0.241695,0.158525,0.151899,0.104779,0.203123,0,0,0.568187,0.785003,0.166847,0.57088,0.03887,0,0,0.262346,0.25762,0.251246,0.238765,0.230625,0.23393,0.296708,0.51471,0.439395,0.415102,0.404264,0.42501,0.263184,0.257699,0.253889,0.246436,0.245123,0.244674,0.216213,0.315788,0.316669,0.288893,0.257139,0.272725,0.262346,0.25762,0.251246,0.238765,0.230625,0.23393,0.257575,0.319919,0.182102,0.329588
0.308412,0.328573,0.314875,0.333338,0.333328,0.301218,0.824071,0.775008,0.40476,0.290325,0.333333,0.311116,0.239224,0.169592,0.350748,0.090048,0.093182,0.086132,0.090104,0.318991,0,0.089362,0.256057,0.28161,0.232861,0.094797,0.094132,0.099953,0.324676,0.05027,0.273294,0.080715,0.039918,0.014654,0.160959,0.003813,0.087267,0.087267,0.087267,0.087267,0.087267,0.576427,0.629601,0.629601,0.629601,0.629601,0.629601,0.204156,0.421927,0.273526,0.2648,0.360351,0.260175,0.209761,0.146296,0.173265,0.12281,0.687495,0.816915,0.886095,0.797616,0.250354,0.141645,0.14252,0.202797,0.164005,0.137945,0.170886,0.085478,0.13281,0,0,0.280804,0.656308,0.193621,1,0.102631,1,0,0.285221,0.290089,0.303057,0.309691,0.317013,0.335857,0.164849,0.279418,0.212122,0.188696,0.191489,0.225012,0.281076,0.28401,0.295159,0.304149,0.316187,0.332538,0.081089,0.131569,0.099996,0.088893,0.085716,0.136358,0.285221,0.290089,0.303057,0.309691,0.317013,0.335857,0.290044,0.333982,0.235333,0.374533
0.345795,0.371429,0.339097,0.363641,0.333328,0.349402,0.76234,0.692308,0.357141,0.354842,0.333333,0.322226,0.308981,0.249199,0.470148,0.135072,0.139358,0.127361,0.133456,0.403363,0,0.138634,0.407488,0.323021,0.276645,0.164795,0.141012,0.520793,0.33139,0.092119,0.313965,0.110666,0.058103,0.049428,0.255671,0.00428,0.136652,0.136652,0.136652,0.136652,0.136652,0.447514,0.488945,0.488945,0.488945,0.488945,0.488945,0.264709,0.707643,0.327394,0.339817,0.437453,0.360916,0.368605,0.392173,0.373958,0.17105,0.578125,0.633804,0.696207,0.654762,0.400291,0.227949,0.235979,0.389477,0.326024,0.239834,0.246836,0.139706,0.265622,0,0,0.502025,0.823726,0.241128,0.90095,0.085921,0.412052,0,0.357419,0.353925,0.353816,0.342778,0.332815,0.337657,0.230775,0.382358,0.333336,0.320764,0.319158,0.300008,0.351545,0.344607,0.340212,0.330206,0.32393,0.326499,0.108106,0.171048,0.166669,0.13333,0.142852,0.136358,0.357419,0.353925,0.353816,0.342778,0.332815,0.337657,0.35389,0.426169,0.270833,0.501873
0.345795,0.371429,0.342557,0.365425,0.333328,0.349402,0.76234,0.692308,0.357141,0.354842,0.333333,0.333337,0.305644,0.238705,0.402993,0.129975,0.134351,0.12198,0.128227,0.397327,0,0.133707,0.375551,0.326554,0.280533,0.1585,0.135932,0.374927,0.331262,0.085111,0.318235,0.111535,0.058885,0.041729,0.241093,0.004228,0.131714,0.131714,0.131714,0.131714,0.131714,0.494475,0.539848,0.539848,0.539848,0.539848,0.539848,0.252598,0.730902,0.313742,0.341961,0.585402,0.360916,0.368605,0.36058,0.373958,0.175436,0.53125,0.676059,0.810141,0.726189,0.400291,0.218569,0.226633,0.364301,0.266263,0.229142,0.234177,0.137868,0.242185,0,0,0.488893,0.816857,0.22803,0.876565,0.077539,0.369245,0,0.357419,0.35503,0.348898,0.342905,0.341238,0.347142,0.230775,0.397064,0.303025,0.26416,0.276596,0.27501,0.351545,0.345158,0.336429,0.332763,0.334437,0.337621,0.108106,0.184209,0.150004,0.111111,0.114287,0.136358,0.357419,0.35503,0.348898,0.342905,0.341238,0.347142,0.354983,0.412107,0.275329,0.410113
0.345795,0.371429,0.342557,0.365425,0.333328,0.349402,0.76234,0.692308,0.357141,0.354842,0.333333,0.333337,0.305974,0.239659,0.410453,0.130471,0.134831,0.122537,0.128749,0.397829,0,0.134154,0.378302,0.32631,0.280232,0.161126,0.138049,0.459205,0.33139,0.085766,0.317935,0.111045,0.058471,0.047193,0.243219,0.004274,0.132163,0.132163,0.132163,0.132163,0.132163,0.490793,0.535829,0.535829,0.535829,0.535829,0.535829,0.264709,0.49834,0.313834,0.342297,0.552524,0.360916,0.368605,0.36058,0.373958,0.175436,0.546877,0.704234,0.810141,0.714291,1,0.213878,0.221961,0.351713,0.326024,0.215778,0.221519,0.158088,0.296873,0,0,0.593438,0.790626,0.231984,0.875291,0.082924,0.397508,0,0.357419,0.35503,0.348767,0.343158,0.342836,0.34552,0.230775,0.397064,0.28789,0.26416,0.276596,0.27501,0.351545,0.345158,0.336429,0.332885,0.335544,0.335714,0.108106,0.184209,0.150004,0.111111,0.114287,0.136358,0.357419,0.35503,0.348767,0.343158,0.342836,0.34552,0.354983,0.412497,0.274953,0.406367
0.803731,0.795236,0.823525,0.818191,0.888885,0.779201,1,1,0.08095,0.741936,0.888885,0.833331,0.68259,0.544105,0,0.46775,0.466861,0.474406,0.470344,0.735474,0,0.453976,0.564968,0.785673,0.741057,0.408078,0.462516,0.095631,0.873128,0.320976,0.783543,0.534978,0.456616,0,0.515252,0.502013,0.452721,0.452721,0.452721,0.452721,0.452721,0.227446,0.248491,0.248491,0.248491,0.248491,0.248491,0.205886,1,0.729552,0.686418,0.69688,0.664734,0.55952,0.482145,0.482797,0,1,1,1,1,0.700142,0.499054,0.485981,0.49648,0.335985,0.403462,0.53164,0.479777,0.421866,0,0,0.584852,0,0.619296,0,0.814944,0,1,0.724436,0.740258,0.790525,0.804209,0.815721,0.875015,0,0,0,0,0,0,0.727401,0.747898,0.796894,0.81297,0.835342,0.89864,0,0,0,0,0,0,0.724436,0.740258,0.790525,0.804209,0.815721,0.875015,0.740246,0.729295,0.764816,0.981269
1,1,1,1,1,1,0.904317,0.878852,0,1,1,1,1,1,0.164173,1,1,1,1,1,0,1,1,1,1,1,1,0.835766,1,1,1,1,1,0.044957,1,1,1,1,1,1,1,0,0,0,0,0,0,0.268169,0.900329,1,1,1,1,1,1,1,0.065785,0.812505,0.985924,1,0.869044,0.812586,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0.873819,1,1,1,1,1,1,0.087912,0.147075,0.075768,0.075488,0.12766,0.125016,1,1,1,1,1,1,0.045055,0.065785,0.050008,0.044455,0.057144,0.045447,1,1,1,1,1,1,1,1,1,1
